"","Tissue","Cell_type","Change","Gene"
"1386","Lacrimal","Fibroblast","Negative","Timp3"
"1387","Lacrimal","Fibroblast","Negative","Klf2"
"1388","Lacrimal","Fibroblast","Negative","Fam13a"
"1389","Lacrimal","Fibroblast","Negative","Scarb2"
"1390","Lacrimal","Fibroblast","Negative","Mndal"
"1391","Lacrimal","Fibroblast","Negative","Txnip"
"1392","Lacrimal","Fibroblast","Negative","Slc6a6"
"1393","Lacrimal","Fibroblast","Negative","Pappa"
"1394","Lacrimal","Fibroblast","Negative","Bmp4"
"1395","Lacrimal","Fibroblast","Negative","P2ry14"
"1396","Lacrimal","Fibroblast","Negative","Nop58"
"1397","Lacrimal","Fibroblast","Negative","Ifitm1"
"1398","Lacrimal","Fibroblast","Negative","Cdkn1c"
"1399","Lacrimal","Fibroblast","Negative","Jun"
"1400","Lacrimal","Fibroblast","Negative","Adamts1"
"1401","Lacrimal","Fibroblast","Negative","Mbd1"
"1402","Lacrimal","Fibroblast","Negative","Fos"
"1403","Lacrimal","ILC2","Negative","Obp1b"
"1404","Lacrimal","ILC2","Negative","Gm14743"
"1405","Lacrimal","ILC2","Negative","Rpl39"
"1406","Lacrimal","ILC2","Negative","Sub1"
"1407","Lacrimal","ILC2","Negative","Usmg5"
"1408","Lacrimal","ILC2","Negative","Hs3st1"
"1409","Lacrimal","ILC2","Negative","Cwc25"
"1410","Lacrimal","ILC2","Negative","Txnl1"
"1411","Lacrimal","ILC2","Negative","Rgs1"
"1412","Lacrimal","ILC2","Negative","Eprs"
"1413","Lacrimal","ILC2","Negative","Ptpn18"
"1414","Lacrimal","ILC2","Negative","Rgcc"
"1415","Lacrimal","ILC2","Negative","Arg1"
"1416","Lacrimal","ILC2","Negative","Tmem64"
"1417","Lacrimal","ILC2","Negative","D8Ertd738e"
"1418","Lacrimal","ILC2","Negative","Tinf2"
"1419","Lacrimal","ILC2","Negative","Fosb"
"1420","Lacrimal","ILC2","Negative","Gpr183"
"1421","Lacrimal","ILC2","Negative","Tob2"
"1422","Lacrimal","ILC2","Negative","Ccl1"
"1423","Lacrimal","ILC2","Negative","Fbxo34"
"1424","Lacrimal","ILC2","Negative","Cdk11b"
"1425","Lacrimal","Macrophage_1","Negative","Obp1b"
"1426","Lacrimal","Macrophage_1","Negative","Gm14743"
"1427","Lacrimal","Macrophage_1","Negative","Car6"
"1428","Lacrimal","Macrophage_1","Negative","Ccl5"
"1429","Lacrimal","Macrophage_1","Negative","Bcl2a1b"
"1430","Lacrimal","Macrophage_1","Negative","Ccl4"
"1431","Lacrimal","Macrophage_1","Negative","Ccl3"
"1432","Lacrimal","Macrophage_1","Negative","Glipr1"
"1433","Lacrimal","Macrophage_1","Negative","Hmgb2"
"1434","Lacrimal","Macrophage_1","Negative","Tnf"
"1435","Lacrimal","Macrophage_1","Negative","Cited2"
"1436","Lacrimal","Macrophage_1","Negative","Cxcl10"
"1437","Lacrimal","Macrophage_1","Negative","Rgs1"
"1438","Lacrimal","Macrophage_2","Negative","Obp1b"
"1439","Lacrimal","Macrophage_2","Negative","Gm14743"
"1440","Lacrimal","Macrophage_2","Negative","Ccnd2"
"1441","Lacrimal","Macrophage_2","Negative","AA467197"
"1442","Lacrimal","Macrophage_2","Negative","Ifit1"
"1443","Lacrimal","Myoepithelial","Negative","Obp1b"
"1444","Lacrimal","Myoepithelial","Negative","Gm14743"
"1445","Lacrimal","Myoepithelial","Negative","Car6"
"1446","Lacrimal","Myoepithelial","Negative","Mia"
"1447","Lacrimal","Myoepithelial","Negative","Phyh"
"1448","Lacrimal","Myoepithelial","Negative","Col14a1"
"1449","Lacrimal","Myoepithelial","Negative","Ogn"
"1450","Lacrimal","Myoepithelial","Negative","Txnip"
"1451","Lacrimal","Myoepithelial","Negative","Adamtsl1"
"1452","Lacrimal","Myoepithelial","Negative","Mdk"
"1453","Lacrimal","Myoepithelial","Negative","G0s2"
"1454","Lacrimal","Myoepithelial","Negative","Fmod"
"1455","Lacrimal","Smooth_muscle","Negative","Obp1b"
"1456","Lacrimal","Smooth_muscle","Negative","Gm14743"
"1457","Lacrimal","Smooth_muscle","Negative","Car6"
"1458","Lacrimal","Smooth_muscle","Negative","Pnliprp1"
"1459","Lacrimal","T_cell","Negative","Obp1b"
"1460","Lacrimal","T_cell","Negative","Gm14743"
"1461","Lacrimal","T_cell","Negative","Ramp3"
"1462","Lacrimal","T_cell","Negative","Klf4"
"1463","Lacrimal","T_cell","Negative","Ret"
"1464","Lacrimal","T_cell","Negative","Lmo4"
"1465","Lacrimal","T_cell","Negative","Tnfsf11"
"1466","Lacrimal","T_NK_cell","Negative","Obp1b"
"1467","Lacrimal","T_NK_cell","Negative","Gm14743"
"1468","Lacrimal","T_NK_cell","Negative","Fcer1g"
"1469","Lacrimal","T_NK_cell","Negative","Klre1"
"1470","Lacrimal","T_NK_cell","Negative","Irf8"
"1471","Lacrimal","T_NK_cell","Negative","Klra8"
"1472","Lacrimal","T_NK_cell","Negative","Klra4"
"1473","Liver","B_cell","Positive","Mup7"
"1474","Liver","B_cell","Positive","Selenbp2"
"1475","Liver","B_cell","Positive","Mup11"
"1476","Liver","B_cell","Positive","Mup17"
"1477","Liver","B_cell","Positive","Mup20"
"1478","Liver","B_cell","Positive","Mup1"
"1479","Liver","B_cell","Positive","Mup21"
"1480","Liver","B_cell","Positive","Serpina1e"
"1481","Liver","B_cell","Positive","Saa1"
"1482","Liver","B_cell","Positive","Cyp2d9"
"1483","Liver","B_cell","Positive","Mup16"
"1484","Liver","B_cell","Positive","Mup12"
"1485","Liver","B_cell","Positive","Mup3"
"1486","Liver","B_cell","Positive","Serpina3k"
"1487","Liver","B_cell","Positive","Mgst1"
"1488","Liver","B_cell","Positive","Serpina1c"
"1489","Liver","B_cell","Positive","Hp"
"1490","Liver","B_cell","Positive","Cyp7b1"
"1491","Liver","B_cell","Positive","Serpina12"
"1492","Liver","B_cell","Positive","Nudt7"
"1493","Liver","B_cell","Positive","Orm1"
"1494","Liver","B_cell","Positive","Apoa1"
"1495","Liver","B_cell","Positive","Mup9"
"1496","Liver","B_cell","Positive","Elovl3"
"1497","Liver","B_cell","Positive","Egfr"
"1498","Liver","B_cell","Positive","Hpx"
"1499","Liver","B_cell","Positive","Fgg"
"1500","Liver","B_cell","Positive","C9"
"1501","Liver","B_cell","Positive","Scp2"
"1502","Liver","B_cell","Positive","Ugt2b1"
"1503","Liver","B_cell","Positive","Aox3"
"1504","Liver","B_cell","Positive","Gstp1"
"1505","Liver","B_cell","Positive","Comt"
"1506","Liver","B_cell","Positive","Ifitm3"
"1507","Liver","B_cell","Positive","Fgb"
"1508","Liver","B_cell","Positive","Cyp4a12a"
"1509","Liver","B_cell","Positive","Mug1"
"1510","Liver","B_cell","Positive","Cyp2c70"
"1511","Liver","B_cell","Positive","Serpina1a"
"1512","Liver","B_cell","Positive","Mup14"
"1513","Liver","B_cell","Positive","Ces3a"
"1514","Liver","B_cell","Positive","Phyh"
"1515","Liver","B_cell","Positive","Tdo2"
"1516","Liver","B_cell","Positive","C8b"
"1517","Liver","B_cell","Positive","C6"
"1518","Liver","B_cell","Positive","Mup18"
"1519","Liver","B_cell","Positive","Slco1a1"
"1520","Liver","B_cell","Positive","Mup10"
"1521","Liver","B_cell","Positive","C8a"
"1522","Liver","Cholangiocyte","Positive","Mup7"
"1523","Liver","Cholangiocyte","Positive","Mup1"
"1524","Liver","Cholangiocyte","Positive","Mup11"
"1525","Liver","Cholangiocyte","Positive","Mup21"
"1526","Liver","Cholangiocyte","Positive","Mup17"
"1527","Liver","Cholangiocyte","Positive","Mup20"
"1528","Liver","Cholangiocyte","Positive","Mup16"
"1529","Liver","Cholangiocyte","Positive","Serpina1e"
"1530","Liver","Cholangiocyte","Positive","Selenbp2"
"1531","Liver","Cholangiocyte","Positive","Mup12"
"1532","Liver","Cholangiocyte","Positive","Cyp2d9"
"1533","Liver","Cholangiocyte","Positive","Mup3"
"1534","Liver","Cholangiocyte","Positive","Mup9"
"1535","Liver","Cholangiocyte","Positive","Serpina3k"
"1536","Liver","Cholangiocyte","Positive","Mgst1"
"1537","Liver","Cholangiocyte","Positive","Cyp7b1"
"1538","Liver","Cholangiocyte","Positive","Serpina1c"
"1539","Liver","Cholangiocyte","Positive","Apoa1"
"1540","Liver","Cholangiocyte","Positive","Serpina12"
"1541","Liver","Cholangiocyte","Positive","Orm1"
"1542","Liver","Cholangiocyte","Positive","Aox3"
"1543","Liver","Cholangiocyte","Positive","Rbp4"
"1544","Liver","Cholangiocyte","Positive","Mup14"
"1545","Liver","Cholangiocyte","Positive","Nudt7"
"1546","Liver","Cholangiocyte","Positive","Hp"
"1547","Liver","Cholangiocyte","Positive","Phyh"
"1548","Liver","Cholangiocyte","Positive","Hpx"
"1549","Liver","Cholangiocyte","Positive","C8b"
"1550","Liver","Cholangiocyte","Positive","Mug1"
"1551","Liver","Cholangiocyte","Positive","Mup18"
"1552","Liver","Cholangiocyte","Positive","Ces3a"
"1553","Liver","Cholangiocyte","Positive","Cyp4a12a"
"1554","Liver","Cholangiocyte","Positive","C9"
"1555","Liver","Cholangiocyte","Positive","C8a"
"1556","Liver","Cholangiocyte","Positive","Elovl3"
"1557","Liver","Cholangiocyte","Positive","Slco1b2"
"1558","Liver","Cholangiocyte","Positive","Sult2a8"
"1559","Liver","Cholangiocyte","Positive","Gstp1"
"1560","Liver","DC","Positive","Mup17"
"1561","Liver","DC","Positive","Mup20"
"1562","Liver","DC","Positive","Mup7"
"1563","Liver","DC","Positive","Mup11"
"1564","Liver","DC","Positive","Serpina1e"
"1565","Liver","DC","Positive","Mup3"
"1566","Liver","DC","Positive","Mgst1"
"1567","Liver","DC","Positive","Serpina3k"
"1568","Liver","DC","Positive","Mup1"
"1569","Liver","DC","Positive","Selenbp2"
"1570","Liver","DC","Positive","Orm1"
"1571","Liver","DC","Positive","Mup16"
"1572","Liver","DC","Positive","Mup9"
"1573","Liver","EC_Lym","Positive","Mup7"
"1574","Liver","EC_Lym","Positive","Mup20"
"1575","Liver","EC_Lym","Positive","Mup1"
"1576","Liver","EC_Lym","Positive","Mup17"
"1577","Liver","EC_Lym","Positive","Mup16"
"1578","Liver","EC_Lym","Positive","Mup11"
"1579","Liver","EC_Lym","Positive","Selenbp2"
"1580","Liver","EC_Lym","Positive","Serpina1e"
"1581","Liver","EC_Lym","Positive","Cyp2d9"
"1582","Liver","EC_Lym","Positive","Mup3"
"1583","Liver","EC_Lym","Positive","Orm1"
"1584","Liver","EC_Lym","Positive","Mup9"
"1585","Liver","Endothelial_1","Positive","Selenbp2"
"1586","Liver","Endothelial_1","Positive","Mup7"
"1587","Liver","Endothelial_1","Positive","Mup1"
"1588","Liver","Endothelial_1","Positive","Mup11"
"1589","Liver","Endothelial_1","Positive","Mup12"
"1590","Liver","Endothelial_1","Positive","Mup16"
"1591","Liver","Endothelial_1","Positive","Mup17"
"1592","Liver","Endothelial_1","Positive","Mup20"
"1593","Liver","Endothelial_1","Positive","Mup3"
"1594","Liver","Endothelial_1","Positive","Mup21"
"1595","Liver","Endothelial_1","Positive","Mgst1"
"1596","Liver","Endothelial_1","Positive","Serpina1e"
"1597","Liver","Endothelial_1","Positive","Cyp2d9"
"1598","Liver","Endothelial_1","Positive","Serpina3k"
"1599","Liver","Endothelial_1","Positive","Orm1"
"1600","Liver","Endothelial_1","Positive","Mup9"
"1601","Liver","Endothelial_1","Positive","Nudt7"
"1602","Liver","Endothelial_1","Positive","Thrsp"
"1603","Liver","Endothelial_1","Positive","Cyp7b1"
"1604","Liver","Endothelial_1","Positive","Mup14"
"1605","Liver","Endothelial_1","Positive","Serpina12"
"1606","Liver","Endothelial_1","Positive","Hp"
"1607","Liver","Endothelial_1","Positive","Phyh"
"1608","Liver","Endothelial_1","Positive","Aox3"
"1609","Liver","Endothelial_1","Positive","C9"
"1610","Liver","Endothelial_1","Positive","Tdo2"
"1611","Liver","Endothelial_1","Positive","C8b"
"1612","Liver","Endothelial_1","Positive","Mup18"
"1613","Liver","Endothelial_1","Positive","Ces3a"
"1614","Liver","Endothelial_1","Positive","Cyp4a12a"
"1615","Liver","Endothelial_1","Positive","Ugt2b1"
"1616","Liver","Endothelial_1","Positive","Sult2a8"
"1617","Liver","Endothelial_1","Positive","Elovl3"
"1618","Liver","Endothelial_1","Positive","Dbp"
"1619","Liver","Endothelial_1","Positive","C8a"
"1620","Liver","Endothelial_1","Positive","Mug1"
"1621","Liver","Endothelial_1","Positive","Upp2"
"1622","Liver","Endothelial_1","Positive","Gstp1"
"1623","Liver","Endothelial_1","Positive","Slco1a1"
"1624","Liver","Endothelial_1","Positive","Mup10"
"1625","Liver","Endothelial_2","Positive","Mup7"
"1626","Liver","Endothelial_2","Positive","Mup20"
"1627","Liver","Endothelial_2","Positive","Mup1"
"1628","Liver","Endothelial_2","Positive","Mup17"
"1629","Liver","Endothelial_2","Positive","Mup11"
"1630","Liver","Endothelial_2","Positive","Serpina1e"
"1631","Liver","Endothelial_2","Positive","Cyp2d9"
"1632","Liver","Endothelial_2","Positive","Selenbp2"
"1633","Liver","Endothelial_2","Positive","Mup16"
"1634","Liver","Endothelial_2","Positive","Mup12"
"1635","Liver","Endothelial_2","Positive","Mup21"
"1636","Liver","Endothelial_2","Positive","Mup3"
"1637","Liver","Endothelial_2","Positive","Serpina3k"
"1638","Liver","Endothelial_2","Positive","Nudt7"
"1639","Liver","Endothelial_2","Positive","Serpina12"
"1640","Liver","Endothelial_2","Positive","Mgst1"
"1641","Liver","Endothelial_2","Positive","Serpina1c"
"1642","Liver","Endothelial_2","Positive","Mup14"
"1643","Liver","Endothelial_2","Positive","Aox3"
"1644","Liver","Endothelial_2","Positive","Mup9"
"1645","Liver","Endothelial_2","Positive","Cyp7b1"
"1646","Liver","Endothelial_2","Positive","C8b"
"1647","Liver","Hepatocyte_1","Positive","Aox3"
"1648","Liver","Hepatocyte_1","Positive","Cyp7b1"
"1649","Liver","Hepatocyte_1","Positive","Selenbp2"
"1650","Liver","Hepatocyte_1","Positive","Hsd3b5"
"1651","Liver","Hepatocyte_1","Positive","Mup7"
"1652","Liver","Hepatocyte_1","Positive","Mup9"
"1653","Liver","Hepatocyte_1","Positive","Mup1"
"1654","Liver","Hepatocyte_1","Positive","Mup11"
"1655","Liver","Hepatocyte_1","Positive","Mup12"
"1656","Liver","Hepatocyte_1","Positive","Mup14"
"1657","Liver","Hepatocyte_1","Positive","Mup16"
"1658","Liver","Hepatocyte_1","Positive","Mup17"
"1659","Liver","Hepatocyte_1","Positive","Mup18"
"1660","Liver","Hepatocyte_1","Positive","Mup20"
"1661","Liver","Hepatocyte_1","Positive","Mup3"
"1662","Liver","Hepatocyte_1","Positive","Mup21"
"1663","Liver","Hepatocyte_1","Positive","Orm1"
"1664","Liver","Hepatocyte_1","Positive","C8b"
"1665","Liver","Hepatocyte_1","Positive","C8a"
"1666","Liver","Hepatocyte_1","Positive","Cyp4a12a"
"1667","Liver","Hepatocyte_1","Positive","Ugt2b1"
"1668","Liver","Hepatocyte_1","Positive","Slco1a1"
"1669","Liver","Hepatocyte_1","Positive","Cyp2f2"
"1670","Liver","Hepatocyte_1","Positive","Saa1"
"1671","Liver","Hepatocyte_1","Positive","Saa2"
"1672","Liver","Hepatocyte_1","Positive","Cyp4v3"
"1673","Liver","Hepatocyte_1","Positive","Ces3a"
"1674","Liver","Hepatocyte_1","Positive","Nudt7"
"1675","Liver","Hepatocyte_1","Positive","Sec61g"
"1676","Liver","Hepatocyte_1","Positive","Serpina1e"
"1677","Liver","Hepatocyte_1","Positive","Serpina12"
"1678","Liver","Hepatocyte_1","Positive","Serpina3k"
"1679","Liver","Hepatocyte_1","Positive","C6"
"1680","Liver","Hepatocyte_1","Positive","C9"
"1681","Liver","Hepatocyte_1","Positive","Cyp2d9"
"1682","Liver","Hepatocyte_1","Positive","Ttc39c"
"1683","Liver","Hepatocyte_1","Positive","Gstp1"
"1684","Liver","Hepatocyte_1","Positive","Cyp2c70"
"1685","Liver","Hepatocyte_1","Positive","Elovl3"
"1686","Liver","Hepatocyte_1","Positive","Cyp4a12b"
"1687","Liver","Hepatocyte_1","Positive","Aadat"
"1688","Liver","Hepatocyte_1","Positive","Mup10"
"1689","Liver","Hepatocyte_2","Positive","Mup7"
"1690","Liver","Hepatocyte_2","Positive","Mup17"
"1691","Liver","Hepatocyte_2","Positive","Mup11"
"1692","Liver","Hepatocyte_2","Positive","Mup20"
"1693","Liver","Hepatocyte_2","Positive","Mup1"
"1694","Liver","Hepatocyte_2","Positive","Serpina1e"
"1695","Liver","Macrophage","Positive","Mup7"
"1696","Liver","Macrophage","Positive","Mup1"
"1697","Liver","Macrophage","Positive","Mup20"
"1698","Liver","Macrophage","Positive","Mup11"
"1699","Liver","Macrophage","Positive","Mup17"
"1700","Liver","Macrophage","Positive","Selenbp2"
"1701","Liver","Macrophage","Positive","Mup21"
"1702","Liver","Macrophage","Positive","Cyp2d9"
"1703","Liver","Macrophage","Positive","Serpina1e"
"1704","Liver","Macrophage","Positive","Mup3"
"1705","Liver","Macrophage","Positive","Mup16"
"1706","Liver","Macrophage","Positive","Mup12"
"1707","Liver","Macrophage","Positive","Cyp7b1"
"1708","Liver","Macrophage","Positive","Nudt7"
"1709","Liver","Macrophage","Positive","Gstp1"
"1710","Liver","Macrophage","Positive","Serpina3k"
"1711","Liver","Macrophage","Positive","Mup9"
"1712","Liver","Macrophage","Positive","Mup14"
"1713","Liver","Macrophage","Positive","Serpina12"
"1714","Liver","Macrophage","Positive","Phyh"
"1715","Liver","Macrophage","Positive","Elovl3"
"1716","Liver","Macrophage","Positive","Aox3"
"1717","Liver","Macrophage","Positive","Cyp2f2"
"1718","Liver","Macrophage","Positive","C9"
"1719","Liver","Macrophage","Positive","Mug1"
"1720","Liver","Macrophage","Positive","Cyp2c70"
"1721","Liver","Macrophage","Positive","Mup18"
"1722","Liver","Macrophage","Positive","C8b"
"1723","Liver","Macrophage","Positive","Cyp4a12a"
"1724","Liver","Macrophage","Positive","Slco1a1"
"1725","Liver","Macrophage","Positive","Hsd3b5"
"1726","Liver","Macrophage","Positive","Ugt2b1"
"1727","Liver","Macrophage","Positive","Mup10"
"1728","Liver","Mesenchyme","Positive","Mup7"
"1729","Liver","Mesenchyme","Positive","Mup20"
"1730","Liver","Mesenchyme","Positive","Mup11"
"1731","Liver","Mesenchyme","Positive","Mup1"
"1732","Liver","Mesenchyme","Positive","Mup17"
"1733","Liver","Mesenchyme","Positive","Selenbp2"
"1734","Liver","Mesenchyme","Positive","Serpina1e"
"1735","Liver","Mesenchyme","Positive","Mup21"
"1736","Liver","Mesenchyme","Positive","Mup3"
"1737","Liver","Mesenchyme","Positive","Cyp2d9"
"1738","Liver","Mesenchyme","Positive","Mup16"
"1739","Liver","Mesenchyme","Positive","Serpina1c"
"1740","Liver","Mesenchyme","Positive","Serpina3k"
"1741","Liver","Mesenchyme","Positive","Mgst1"
"1742","Liver","Mesenchyme","Positive","Orm1"
"1743","Liver","Mesenchyme","Positive","Hp"
"1744","Liver","Mesenchyme","Positive","Mup12"
"1745","Liver","Mesenchyme","Positive","Mup9"
"1746","Liver","Mesenchyme","Positive","Fgg"
"1747","Liver","Mesenchyme","Positive","Nudt7"
"1748","Liver","Mesenchyme","Positive","Rbp4"
"1749","Liver","Mesenchyme","Positive","Gstp1"
"1750","Liver","Mesenchyme","Positive","Apoa1"
"1751","Liver","Mesenchyme","Positive","Cyp7b1"
"1752","Liver","Mesenchyme","Positive","Phyh"
"1753","Liver","Mesenchyme","Positive","Elovl3"
"1754","Liver","Mesenchyme","Positive","Cyp2f2"
"1755","Liver","Mesenchyme","Positive","Serpina12"
"1756","Liver","Mesenchyme","Positive","C9"
"1757","Liver","Mesenchyme","Positive","Mug1"
"1758","Liver","Mesenchyme","Positive","Saa4"
"1759","Liver","Mesenchyme","Positive","Mup14"
"1760","Liver","Mesenchyme","Positive","Thrsp"
"1761","Liver","Mesenchyme","Positive","Cat"
"1762","Liver","Mesenchyme","Positive","Tdo2"
"1763","Liver","Mesenchyme","Positive","Aox3"
"1764","Liver","Mesenchyme","Positive","Ces3a"
"1765","Liver","Mesenchyme","Positive","Cyp2c70"
"1766","Liver","Mesenchyme","Positive","Ugt2b1"
"1767","Liver","Mesenchyme","Positive","Mup18"
"1768","Liver","Mesenchyme","Positive","Sult2a8"
"1769","Liver","Mesenchyme","Positive","Fmo5"
"1770","Liver","Mesenchyme","Positive","C8b"
"1771","Liver","Mesenchyme","Positive","Ugt2b5"
"1772","Liver","Mesenchyme","Positive","AI182371"
"1773","Liver","Mesenchyme","Positive","Cyp4a12a"
"1774","Liver","Mesenchyme","Positive","C4bp"
"1775","Liver","Mesenchyme","Positive","Slco1a1"
"1776","Liver","Mesenchyme","Positive","Pah"
"1777","Liver","Mesenchyme","Positive","C8a"
"1778","Liver","Mesenchyme","Positive","Cfhr2"
"1779","Liver","Mesenchyme","Positive","Cyp2d10"
"1780","Liver","Mesenchyme","Positive","Aadac"
"1781","Liver","Mesenchyme","Positive","Glyat"
"1782","Liver","Mesenchyme","Positive","Aadat"
"1783","Liver","Mesenchyme","Positive","Mup10"
"1784","Liver","Neutrophil","Positive","Mup20"
"1785","Liver","Neutrophil","Positive","Mup11"
"1786","Liver","Neutrophil","Positive","Mup17"
"1787","Liver","Neutrophil","Positive","Mup7"
"1788","Liver","Neutrophil","Positive","Serpina1e"
"1789","Liver","Neutrophil","Positive","Mup3"
"1790","Liver","Neutrophil","Positive","Mup1"
"1791","Liver","Neutrophil","Positive","Selenbp2"
"1792","Liver","Neutrophil","Positive","Mup16"
"1793","Liver","Neutrophil","Positive","Mup9"
"1794","Liver","T_cell","Positive","Mup7"
"1795","Liver","T_cell","Positive","Mup1"
"1796","Liver","T_cell","Positive","Mup20"
"1797","Liver","T_cell","Positive","Selenbp2"
"1798","Liver","T_cell","Positive","Mup11"
"1799","Liver","T_cell","Positive","Mup21"
"1800","Liver","T_cell","Positive","Mup17"
"1801","Liver","T_cell","Positive","Cyp2d9"
"1802","Liver","T_cell","Positive","Serpina1e"
"1803","Liver","T_cell","Positive","Saa1"
"1804","Liver","T_cell","Positive","Mup16"
"1805","Liver","T_cell","Positive","Mup3"
"1806","Liver","T_cell","Positive","Mup12"
"1807","Liver","T_cell","Positive","Mup9"
"1808","Liver","T_cell","Positive","Serpina3k"
"1809","Liver","T_cell","Positive","Serpina12"
"1810","Liver","T_cell","Positive","Mgst1"
"1811","Liver","T_cell","Positive","Mup14"
"1812","Liver","T_cell","Positive","Serpina1c"
"1813","Liver","T_cell","Positive","Cyp7b1"
"1814","Liver","T_cell","Positive","Nudt7"
"1815","Liver","T_cell","Positive","Thrsp"
"1816","Liver","T_cell","Positive","Orm1"
"1817","Liver","T_cell","Positive","Apoa1"
"1818","Liver","T_cell","Positive","Rbp4"
"1819","Liver","T_cell","Positive","Hp"
"1820","Liver","T_cell","Positive","Aox3"
"1821","Liver","T_cell","Positive","Tdo2"
"1822","Liver","T_cell","Positive","C8b"
"1823","Liver","T_cell","Positive","Hpx"
"1824","Liver","T_cell","Positive","Mup18"
"1825","Liver","T_cell","Positive","Phyh"
"1826","Liver","T_cell","Positive","Ces3a"
"1827","Liver","T_cell","Positive","C9"
"1828","Liver","T_cell","Positive","Scp2"
"1829","Liver","T_cell","Positive","C6"
"1830","Liver","T_cell","Positive","Lrg1"
"1831","Liver","T_cell","Positive","Ifitm3"
"1832","Liver","T_cell","Positive","Mup10"
"1833","Liver","T_cell","Positive","Elovl3"
"1834","Liver","T_cell","Positive","Slco1a1"
"1835","Liver","T_cell","Positive","Sult2a8"
"1836","Liver","T_cell","Positive","Mug1"
"1837","Liver","T_cell","Positive","Cyp2c70"
"1838","Liver","T_cell","Positive","Gstp1"
"1839","Liver","T_cell","Positive","Hao1"
"1840","Liver","T_cell","Positive","Ugt2b1"
"1841","Liver","B_cell","Negative","Hamp2"
"1842","Liver","B_cell","Negative","Junb"
"1843","Liver","B_cell","Negative","Mt1"
"1844","Liver","B_cell","Negative","Fmo3"
"1845","Liver","B_cell","Negative","Cyp4a14"
"1846","Liver","Cholangiocyte","Negative","Hamp2"
"1847","Liver","Cholangiocyte","Negative","Mt1"
"1848","Liver","Cholangiocyte","Negative","Mt2"
"1849","Liver","Cholangiocyte","Negative","Cyp4a10"
"1850","Liver","Cholangiocyte","Negative","Cyp4a14"
"1851","Liver","DC","Negative","Hamp2"
"1852","Liver","Endothelial_1","Negative","Mt1"
"1853","Liver","Endothelial_1","Negative","Cyp2c69"
"1854","Liver","Endothelial_1","Negative","Cyp4a14"
"1855","Liver","Endothelial_1","Negative","Cyp4a10"
"1856","Liver","Endothelial_1","Negative","Zfp36"
"1857","Liver","Endothelial_1","Negative","Hamp2"
"1858","Liver","Endothelial_1","Negative","Mt2"
"1859","Liver","Endothelial_1","Negative","Cyp2c40"
"1860","Liver","Endothelial_1","Negative","Sgk1"
"1861","Liver","Endothelial_1","Negative","Fmo3"
"1862","Liver","Endothelial_1","Negative","Egr1"
"1863","Liver","Endothelial_1","Negative","Jund"
"1864","Liver","Endothelial_1","Negative","Cyp2a4"
"1865","Liver","Endothelial_1","Negative","Ier2"
"1866","Liver","Endothelial_1","Negative","Rhob"
"1867","Liver","Endothelial_1","Negative","Nr4a1"
"1868","Liver","Endothelial_1","Negative","Il1a"
"1869","Liver","Endothelial_1","Negative","Atf3"
"1870","Liver","Endothelial_1","Negative","Apold1"
"1871","Liver","Endothelial_1","Negative","Cyp2b9"
"1872","Liver","Endothelial_1","Negative","Gatm"
"1873","Liver","Endothelial_1","Negative","Adamts1"
"1874","Liver","Endothelial_1","Negative","Acot1"
"1875","Liver","Endothelial_1","Negative","Prlr"
"1876","Liver","Endothelial_1","Negative","Cyp2c68"
"1877","Liver","Endothelial_1","Negative","Ehhadh"
"1878","Liver","Endothelial_1","Negative","Cyp2c37"
"1879","Liver","Endothelial_1","Negative","Rdh16f2"
"1880","Liver","Endothelial_1","Negative","Hacl1"
"1881","Liver","Endothelial_1","Negative","Ces1c"
"1882","Liver","Endothelial_1","Negative","Mbl2"
"1883","Liver","Endothelial_2","Negative","Hamp2"
"1884","Liver","Endothelial_2","Negative","Mt1"
"1885","Liver","Hepatocyte_1","Negative","Agxt"
"1886","Liver","Hepatocyte_1","Negative","Fmo1"
"1887","Liver","Hepatocyte_1","Negative","Fmo3"
"1888","Liver","Hepatocyte_1","Negative","Mpc2"
"1889","Liver","Hepatocyte_1","Negative","Adh1"
"1890","Liver","Hepatocyte_1","Negative","Jun"
"1891","Liver","Hepatocyte_1","Negative","Cyp4a14"
"1892","Liver","Hepatocyte_1","Negative","Cyp4a10"
"1893","Liver","Hepatocyte_1","Negative","Alb"
"1894","Liver","Hepatocyte_1","Negative","Pon1"
"1895","Liver","Hepatocyte_1","Negative","Cyp2b13"
"1896","Liver","Hepatocyte_1","Negative","Cyp2b9"
"1897","Liver","Hepatocyte_1","Negative","Cyp2a4"
"1898","Liver","Hepatocyte_1","Negative","Zfp36"
"1899","Liver","Hepatocyte_1","Negative","Hamp2"
"1900","Liver","Hepatocyte_1","Negative","Sult1a1"
"1901","Liver","Hepatocyte_1","Negative","Gstt3"
"1902","Liver","Hepatocyte_1","Negative","Gstt1"
"1903","Liver","Hepatocyte_1","Negative","Rdh16f2"
"1904","Liver","Hepatocyte_1","Negative","Hsd17b6"
"1905","Liver","Hepatocyte_1","Negative","Hpgd"
"1906","Liver","Hepatocyte_1","Negative","Jund"
"1907","Liver","Hepatocyte_1","Negative","Ier2"
"1908","Liver","Hepatocyte_1","Negative","Junb"
"1909","Liver","Hepatocyte_1","Negative","Ces1c"
"1910","Liver","Hepatocyte_1","Negative","Mt2"
